Name,Endangerment,Speakers,Latitude,Longitude,CountriesCount,Countries
South Italian,Vulnerable,7500000,40.9798,15.249,1,Italy
Sicilian,Vulnerable,5000000,37.4399,14.5019,1,Italy
Low Saxon,Vulnerable,4800000,53.4029,10.3601,5,"Germany, Denmark, Netherlands, Poland, Russian Federation"
Belarusian,Vulnerable,4000000,53.956,27.5756,6,"Belarus, Latvia, Lithuania, Poland, Russian Federation, Ukraine"
Lombard,Definitely endangered,3500000,45.7215,9.3273,2,"Italy, Switzerland"
Yiddish (Israel),Definitely endangered,3000000,32.0833,34.8333,1,Israel
Gondi,Vulnerable,2713790,19.5804,80.4418,1,India
Limburgian-Ripuarian,Vulnerable,2600000,50.7781,6.0864,3,"Germany, Belgium, Netherlands"
Quechua of Southern Bolivia,Vulnerable,2300000,-18.0675,-65.7641,1,Bolivia (Plurinational State of)
Kumaoni,Vulnerable,2003783,29.4778,79.8486,2,"India, Nepal"
Aymara,Vulnerable,2000000,-16.5835,-68.302,3,"Bolivia (Plurinational State of), Chile, Peru"
Emilian-Romagnol,Definitely endangered,2000000,44.127,12.0739,2,"Italy, San Marino"
Piedmontese,Definitely endangered,2000000,45.2013,7.8662,1,Italy
Venetan,Vulnerable,2000000,45.4601,12.1948,3,"Croatia, Italy, Slovenia"
Zazaki,Vulnerable,2000000,38.8824,40.4846,1,Turkey
Kurux (India),Vulnerable,1751489,22.1467,85.2758,1,India
Tamajeq,Vulnerable,1750000,17.2352,8.0859,1,Niger
Tulu,Vulnerable,1722768,12.0178,75.7067,1,India
Kangdi,Definitely endangered,1700000,32.4356,76.1242,1,India
Scots,Vulnerable,1500000,56.2189,-3.7683,1,United Kingdom of Great Britain and Northern Ireland
Torlak,Vulnerable,1500000,42.9644,22.1374,5,"Albania, Bulgaria, The former Yugoslav Republic of Macedonia, Romania, Serbia"
West Flemish,Vulnerable,1500000,51.0275,3.0541,3,"Belgium, France, Netherlands"
Bashkir,Vulnerable,1379727,54.7309,55.9863,1,Russian Federation
Chechen,Vulnerable,1331844,43.1971,45.7031,1,Russian Federation
Chuvash,Vulnerable,1325382,56.1394,47.2412,1,Russian Federation
Meithei,Vulnerable,1250000,24.7667,93.8946,1,India
Tamang,Vulnerable,1196639,27.7365,85.6858,2,"India, Nepal"
Quechua of Cuzco,Vulnerable,1115000,-13.4537,-72.0098,1,Peru
Eastern Slovak,Vulnerable,1000000,48.8068,21.7968,2,"Slovakia, Ukraine"
Ligurian,Definitely endangered,1000000,44.5748,8.7011,3,"France, Italy, Monaco"
Rusyn,Vulnerable,1000000,48.4437,22.9394,5,"Hungary, Poland, Romania, Slovakia, Ukraine"
Talysh,Vulnerable,1000000,38.814,48.6804,2,"Azerbaijan, Iran (Islamic Republic of)"
Kui,Vulnerable,916222,19.5908,83.9575,1,India
Khasi,Vulnerable,912000,25.691,91.8676,1,India
Bodo,Vulnerable,900000,26.7554,92.8674,1,India
Campidanese,Definitely endangered,900000,39.2991,8.9868,1,Italy
K'iche' (Guatemala),Vulnerable,890596,15.0309,-91.1485,1,Guatemala
Quechua of Ayacucho,Definitely endangered,850000,-13.1276,-74.2071,1,Peru
Newar,Definitely endangered,825458,27.6981,85.3198,1,Nepal
Mon,Vulnerable,800000,16.4666,97.7833,2,"Myanmar, Thailand"
Tamaceq,Definitely endangered,800000,16.7992,-3.0102,1,Mali
Avar,Vulnerable,784840,42.4801,46.8017,1,Russian Federation
Mundari,Vulnerable,750000,22.3297,86.0449,1,India
Welsh,Vulnerable,750000,52.4459,-3.5485,1,United Kingdom of Great Britain and Northern Ireland
Angika,Vulnerable,740892,24.7451,85.3124,2,"India, Nepal"
Q'eqchi' (Guatemala),Vulnerable,716101,15.4707,-90.3722,1,Guatemala
Picard,Severely endangered,700000,50.2331,2.7905,2,"Belgium, France"
Kokborok,Vulnerable,695000,23.7752,91.6918,2,"Bangladesh, India"
Basque,Vulnerable,660000,43.133,-2.0764,2,"Spain, France"
Kabard-Cherkes,Vulnerable,650000,43.7393,43.4289,2,"Russian Federation, Turkey"
Mandeali,Definitely endangered,611930,31.4099,76.9921,1,India
Friulian,Definitely endangered,600000,46.1037,13.1396,1,Italy
Quechua of Ancash and Huánuco,Definitely endangered,600000,-9.4598,-77.1789,1,Peru
Walloon,Definitely endangered,600000,50.4575,4.8559,3,"Belgium, France, Luxembourg"
Mising,Definitely endangered,550000,26.9612,94.0539,1,India
Ossete,Vulnerable,550000,42.9564,44.4946,2,"Georgia, Russian Federation"
Mizo,Vulnerable,529000,22.9988,92.9223,1,India
Dargwa,Vulnerable,503523,42.1145,47.4938,1,Russian Federation
Aromanian,Definitely endangered,500000,40.2292,21.1376,5,"Albania, Bulgaria, Greece, The former Yugoslav Republic of Macedonia, Serbia"
Brahui,Vulnerable,500000,29.0369,66.5826,3,"Iran (Islamic Republic of), Pakistan, Afghanistan"
Languedocian,Severely endangered,500000,43.8899,2.5378,1,France
Lezgian,Vulnerable,500000,41.4921,48.0541,2,"Azerbaijan, Russian Federation"
Mahasui,Definitely endangered,496024,31.2738,77.1295,1,India
Magar,Definitely endangered,489383,28.0816,83.4301,1,Nepal
Udmurt,Definitely endangered,463837,57.2315,52.8662,1,Russian Federation
Huasteca Náhuatl,Vulnerable,463183,21.3835,-98.9902,1,Mexico
Kumyk,Vulnerable,458121,43.397,46.9775,1,Russian Federation
Yakut,Vulnerable,456288,62.3496,130.8691,1,Russian Federation
Karbi,Vulnerable,420000,26.2934,93.2299,1,India
Eastern Mari,Definitely endangered,414211,56.632,47.8784,1,Russian Federation
Ingush,Vulnerable,405343,43.145,45.1043,1,Russian Federation
Erzya,Definitely endangered,400000,54.1302,45.4394,1,Russian Federation
Ho,Vulnerable,400000,21.637,86.4404,1,India
Judezmo (Israel),Severely endangered,400000,32.0872,34.7737,1,Israel
Lalo,Vulnerable,400000,25.383,99.9426,1,China
Limousin,Severely endangered,400000,46.0579,1.8017,1,France
Logudorese,Definitely endangered,400000,40.1116,9.1845,1,Italy
Mapuche (Chile),Definitely endangered,400000,-38.5653,-73.081,1,Chile
Central Náhuatl,Vulnerable,395581,19.191,-99.0236,1,Mexico
Moselle Franconian,Vulnerable,390000,49.6071,6.1248,4,"Germany, Belgium, France, Luxembourg"
Bantawa,Vulnerable,371056,27.0994,87.0048,1,Nepal
Santa,Vulnerable,360000,35.5411,102.7935,1,China
Mingrelian,Definitely endangered,350000,42.4599,41.7205,1,Georgia
West Frisian,Vulnerable,350000,53.1006,5.6579,1,Netherlands
Gurung,Definitely endangered,338925,28.275,84.1782,1,Nepal
Guajiro,Vulnerable,318500,11.8673,-71.9824,2,"Colombia, Venezuela (Bolivarian Republic of)"
Karachay-Balkar,Vulnerable,302748,44.2137,42.8466,1,Russian Federation
Adyge,Vulnerable,300000,44.9181,39.7485,7,"Iraq, Israel, Jordan, The former Yugoslav Republic of Macedonia, Russian Federation, Syrian Arab Republic, Turkey"
Buryat (Trans-Baikal),Definitely endangered,300000,50.8336,109.5117,1,Russian Federation
Kurru,Definitely endangered,300000,16.6151,81.6284,1,India
Kuvi,Definitely endangered,300000,18.9478,83.5839,1,India
Limbu,Definitely endangered,300000,27.096,87.7356,2,"India, Nepal"
Moroccan Judeo-Arabic (Israel),Definitely endangered,300000,32.0476,34.7552,1,Israel
Plautdietsch,Definitely endangered,300000,47.0738,35.5545,1,Ukraine
Pontic Greek,Definitely endangered,300000,40.847,40.0149,6,"Armenia, Georgia, Greece, Russian Federation, Turkey, Ukraine"
"Quichua (Cotopaxi, Tungurahua and Chimborazo)",Definitely endangered,300000,-1.8673,-78.9257,1,Ecuador
Waxiang,Vulnerable,300000,28.5652,110.3576,1,China
Oyrat,Definitely endangered,280000,46.195,88.7255,3,"China, Kyrgyzstan, Mongolia"
Garhwali,Vulnerable,279500,30.0976,79.1235,1,India
Bade,Vulnerable,250000,12.801,11.1181,1,Nigeria
Breton,Severely endangered,250000,48.2246,-3.9331,1,France
Gascon,Definitely endangered,250000,43.1811,-0.1428,2,"Spain, France"
Phula (China),Vulnerable,250000,22.6001,104.0004,1,China
Sora,Vulnerable,250000,19.1244,83.2104,1,India
Konyak,Vulnerable,248000,26.9367,95.1745,1,India
Ao,Vulnerable,243000,26.4361,94.6472,1,India
Tuvan,Vulnerable,242754,51.7134,94.3945,3,"China, Mongolia, Russian Federation"
Nafusi,Severely endangered,240000,32.6393,13.4252,1,Libyan Arab Jamahiriya
Suret,Definitely endangered,240000,36.4477,43.2971,5,"Armenia, Iran (Islamic Republic of), Iraq, Syrian Arab Republic, Turkey"
Malto,Definitely endangered,224926,23.7853,85.4736,1,India
Khowar,Vulnerable,222800,35.8667,71.7956,1,Pakistan
Maiya,Vulnerable,220000,35.3151,72.908,1,Pakistan
Komi,Definitely endangered,217316,62.3087,51.5917,1,Russian Federation
Alpine Provençal,Definitely endangered,200000,44.7467,6.6796,2,"France, Italy"
Gallo,Severely endangered,200000,47.931,-2.0544,1,France
Gera,Vulnerable,200000,10.5553,10.0579,1,Nigeria
Irula,Vulnerable,200000,11.4369,76.5032,1,India
Kharia,Vulnerable,200000,21.8003,85.4956,1,India
Khorasani Turk,Vulnerable,200000,36.6596,57.854,1,Iran (Islamic Republic of)
Korku,Vulnerable,200000,20.3034,80.2441,1,India
Moksha,Definitely endangered,200000,54.1817,43.2751,1,Russian Federation
Western Armenian (Middle East),Definitely endangered,200000,33.884,35.5133,3,"Iraq, Lebanon, Syrian Arab Republic"
Western Cham,Vulnerable,200000,12.0333,105.4333,1,Cambodia
Tshangla,Vulnerable,193000,27.1275,91.9335,3,"Bhutan, China, India"
Thado,Vulnerable,191000,24.4521,93.2354,1,India
Gagauz (Bessarabia),Definitely endangered,180000,46.0922,28.7951,2,"Republic of Moldova, Ukraine"
Kului,Definitely endangered,170770,31.4403,77.1487,1,India
Adi,Vulnerable,170000,28.3527,95.2294,2,"China, India"
Lhota,Vulnerable,170000,26.1603,94.3725,1,India
Nyishi,Vulnerable,170000,27.5277,93.0981,1,India
Ngäbere (Panama),Vulnerable,169130,9.3395,-82.2428,1,Panama
Kodagu,Definitely endangered,166187,11.6952,75.9375,1,India
Corsican,Definitely endangered,160000,42.0819,9.0307,2,"France, Italy"
Dzongkha,Vulnerable,160000,27.44,89.6731,1,Bhutan
Kalmyk,Definitely endangered,153602,46.2026,45.8239,1,Russian Federation
Lak,Vulnerable,153373,42.0125,47.2521,1,Russian Federation
Asturian-Leonese,Definitely endangered,150000,42.7954,-5.6689,2,"Spain, Portugal"
Latgalian,Vulnerable,150000,56.1822,27.1362,2,"Latvia, Russian Federation"
Provençal,Severely endangered,150000,43.5485,6.1083,1,France
Rabha,Vulnerable,150000,25.9284,90.9777,1,India
Tamzabit,Vulnerable,150000,32.4816,3.6694,1,Algeria
Sherpa,Vulnerable,143693,27.739,86.839,3,"China, India, Nepal"
Tangkhul,Vulnerable,142000,25.0358,94.4824,1,India
Badaga,Definitely endangered,134514,11.3642,76.5266,1,India
Angami,Vulnerable,132000,25.7553,94.1308,1,India
Laz,Definitely endangered,130000,41.2736,41.2646,2,"Georgia, Turkey"
Tabasaran,Vulnerable,128391,41.8081,47.9882,1,Russian Federation
Chambeali,Definitely endangered,126589,32.9072,76.5307,1,India
Abkhaz,Vulnerable,125000,43.133,40.8471,3,"Georgia, Russian Federation, Turkey"
Phom,Vulnerable,123000,26.7799,94.9493,1,India
Kolami,Definitely endangered,121855,20.5093,78.1787,1,India
Navajo,Vulnerable,120000,35.8044,-108.475,1,United States of America
Sassarese,Definitely endangered,120000,40.6139,8.6132,1,Italy
Tamahaq (Algeria),Vulnerable,120000,22.8369,5.5371,1,Algeria
Konda,Definitely endangered,118597,18.2763,82.9385,1,India
Sierra Totonac,Severely endangered,118367,20.2461,-97.6586,1,Mexico
Jaunsari,Definitely endangered,114733,30.4859,78.0908,1,India
Dimasa,Vulnerable,112000,24.7368,92.9003,1,India
Ladakhi,Vulnerable,105000,34.0617,77.5909,2,"China, India"
Salar,Vulnerable,104503,36.2752,102.4584,1,China
Simi,Vulnerable,104000,25.9777,94.5922,1,India
Phurhepecha,Vulnerable,102988,19.3111,-102.041,1,Mexico
Crimean Tatar (Crimea),Severely endangered,100000,45.3212,34.3212,1,Ukraine
Dagur (Nonni),Definitely endangered,100000,47.9163,124.1235,1,China
Francoprovençal,Definitely endangered,100000,45.7828,6.9982,3,"France, Italy, Switzerland"
Gallurese,Definitely endangered,100000,40.8802,9.4482,1,Italy
Mapuche (Argentina),Severely endangered,100000,-40.0791,-71.0156,1,Argentina
Mehri,Definitely endangered,100000,16.5993,52.8057,2,"Oman, Yemen"
Ordos,Definitely endangered,100000,39.1641,108.1054,1,China
Quechua of Northern Bolivia,Vulnerable,100000,-15.3649,-69.0518,1,Bolivia (Plurinational State of)
Suba,Vulnerable,100000,-0.9942,34.519,2,"Kenya, United Republic of Tanzania"
Garífuna (Honduras),Vulnerable,98000,15.6754,-88.1476,1,Honduras
Embera (Colombia),Vulnerable,95000,6.1624,-76.8383,1,Colombia
Kabui,Vulnerable,95000,24.7218,93.6584,1,India
Shughni,Vulnerable,95000,37.4879,71.5374,2,"Tajikistan, Afghanistan"
Permyak,Definitely endangered,94328,59.204,54.5361,1,Russian Federation
Poqomchi',Vulnerable,92941,15.3757,-90.4288,1,Guatemala
Yimchungru,Vulnerable,92000,25.9629,94.9713,1,India
Nogay (Caucasus),Definitely endangered,90020,43.8028,46.2744,1,Russian Federation
Heiban,Vulnerable,90000,10.8575,30.2371,1,Sudan
Quichua (Cañar and Azuay),Severely endangered,90000,-2.6577,-78.8378,1,Ecuador
Mezquital Otomí,Definitely endangered,88789,20.4831,-99.217,1,Mexico
Burushaski,Vulnerable,87000,35.909,74.2153,1,Pakistan
Chokri,Vulnerable,84000,25.8691,94.7131,1,India
Sangtam,Vulnerable,84000,26.6032,94.9603,1,India
Achi',Vulnerable,82640,15.0845,-90.4888,1,Guatemala
Yem,Vulnerable,81613,7.6347,37.3205,1,Ethiopia
Mao,Vulnerable,81000,25.5027,94.2681,1,India
Arbëresh,Definitely endangered,80000,40.9321,14.8645,1,Italy
Lari,Definitely endangered,80000,27.8585,54.8547,1,Iran (Islamic Republic of)
Páez,Definitely endangered,80000,2.8237,-76.3117,1,Colombia
Quechua of Santiago del Estero,Definitely endangered,80000,-26.7848,-63.6767,1,Argentina
Svan,Definitely endangered,80000,43.0207,42.3193,1,Georgia
Tai Daeng,Vulnerable,80000,19.8833,104.6166,2,"Lao People's Democratic Republic, Viet Nam"
Taznatit,Severely endangered,80000,29.3413,0.3955,1,Algeria
Wakhi,Definitely endangered,75000,37.1603,74.9047,4,"China, Pakistan, Tajikistan, Afghanistan"
Bishnupriya Manipuri Creole,Vulnerable,72899,24.297,92.4499,2,"Bangladesh, India"
Acheron,Severely endangered,70000,10.809,30.2453,1,Sudan
Maori,Vulnerable,70000,-38.4105,177.3632,1,New Zealand
Tai Neua,Vulnerable,70000,20.5166,104.3166,1,Lao People's Democratic Republic
Bhadravahi,Definitely endangered,66918,33.5413,76.333,2,"India, Pakistan"
Kinnauri,Definitely endangered,65097,31.541,78.3764,1,India
Gallo-Sicilian,Definitely endangered,65000,38.0167,14.5994,1,Italy
Kurux (Bangladesh),Vulnerable,65000,25.8196,88.9672,1,Bangladesh
Tz'utujil,Definitely endangered,63237,14.6394,-91.2301,1,Guatemala
Chamorro,Vulnerable,62500,13.4323,144.7338,1,Guam (U.S.A.)
Ashaninka (Peru),Vulnerable,62468,-10.6929,-74.3444,1,Peru
Chang,Vulnerable,62000,26.2934,94.9493,1,India
Kuna (Panama),Vulnerable,61703,9.5983,-79.6334,1,Panama
Churahi,Definitely endangered,61199,33.1835,76.5747,1,India
Nruanghmei,Vulnerable,61000,24.9661,93.5375,1,India
Rengma,Vulnerable,61000,25.958,94.2462,1,India
Faroese,Vulnerable,60000,62.0112,-6.7785,1,Faroe Islands
Northern Tujia,Severely endangered,60000,28.828,109.5904,1,China
Torwali,Definitely endangered,60000,35.5833,72.5,1,Pakistan
Chuj (Guatemala),Vulnerable,59048,15.8259,-91.4783,1,Guatemala
Kachari,Definitely endangered,59000,25.2844,93.2189,1,India
Scottish Gaelic,Definitely endangered,58552,58.1011,-6.7675,1,United Kingdom of Great Britain and Northern Ireland
Kashubian,Severely endangered,53000,54.2267,18.1713,1,Poland
Khakas,Definitely endangered,52217,53.7746,90.3735,1,Russian Federation
Parji,Critically endangered,51216,18.5629,82.8039,1,India
Arvanitika,Severely endangered,50000,38.1863,23.6096,1,Greece
Buryat (Cis-Baikal),Severely endangered,50000,52.7961,104.8809,1,Russian Federation
Buryat (Manchuria),Definitely endangered,50000,49.8096,119.7509,2,"China, Mongolia"
Cuona Menba,Vulnerable,50000,26.8279,95.3623,3,"Bhutan, China, India"
Eastern Cham,Definitely endangered,50000,10.7833,108.0833,1,Viet Nam
Hmar,Vulnerable,50000,24.577,93.3178,1,India
Huzhu Monguor,Severely endangered,50000,36.7608,102.4255,1,China
Paite,Vulnerable,50000,24.1968,93.3563,1,India
Quichua (Imbabura),Definitely endangered,50000,0.1757,-78.2006,1,Ecuador
Soqotri,Severely endangered,50000,12.5331,53.767,1,Yemen
Southern Altay,Definitely endangered,50000,51.069,86.5942,1,Russian Federation
Turoyo,Severely endangered,50000,37.405,41.3745,2,"Syrian Arab Republic, Turkey"
Võro-Seto,Definitely endangered,50000,57.8096,27.29,2,"Estonia, Russian Federation"
West Greenlandic,Vulnerable,50000,64.1681,-51.7236,1,Greenland (Kingdom of Denmark)
Western Armenian (Turkey),Definitely endangered,50000,41.0213,28.9324,1,Turkey
Zaramo,Definitely endangered,50000,-6.922,39.2409,1,United Republic of Tanzania
Papantla Totonac,Definitely endangered,49748,20.4477,-97.32,1,Mexico
Wancho,Vulnerable,49000,26.9759,95.4656,1,India
Bhumji,Vulnerable,47000,21.8003,86.8139,1,India
Cosung (China),Definitely endangered,47000,22.6833,102.6666,1,China
Cosung (Viet Nam),Definitely endangered,47000,22.6166,102.75,1,Viet Nam
Baheng (China),Vulnerable,45000,26.19,110.24,1,China
Lumun,Definitely endangered,45000,10.8387,30.0338,1,Sudan
Quichua (Loja),Severely endangered,45000,-3.6236,-79.2388,1,Ecuador
Chamling,Definitely endangered,44093,27.0499,86.7329,1,Nepal
Irish,Definitely endangered,44000,53.7876,-9.1845,2,"Ireland, United Kingdom of Great Britain and Northern Ireland"
Reshe,Vulnerable,44000,10.8791,4.6115,1,Nigeria
Sierra Otomí,Vulnerable,43468,20.1021,-97.622,1,Mexico
Phuthi,Definitely endangered,43000,-29.3791,28.2838,1,Lesotho
Rarotongan,Vulnerable,43000,-21.2343,-159.7837,1,Cook Islands
Khalaj,Vulnerable,42100,34.3751,50.3063,1,Iran (Islamic Republic of)
Dungan,Definitely endangered,41000,42.4518,78.4643,2,"Kazakhstan, Kyrgyzstan"
Kheza,Vulnerable,41000,25.6811,94.367,1,India
Jola-Kassa,Vulnerable,40850,13.1089,-15.8999,1,Senegal
Satār,Vulnerable,40260,26.5541,87.918,1,Nepal
Guaraní Boliviano,Vulnerable,40000,-20.1694,-63.8525,2,"Argentina, Bolivia (Plurinational State of)"
Gutob,Vulnerable,40000,18.7086,83.5839,1,India
Kheng,Vulnerable,40000,27.0786,91.0272,1,Bhutan
Laro,Definitely endangered,40000,10.7685,29.902,1,Sudan
Minyong,Vulnerable,40000,28.2632,95.0537,1,India
Mru,Severely endangered,40000,21.7748,92.2741,1,Myanmar
"Quechua of Cajatambo, Pasco and northern Junín",Severely endangered,40000,-10.6147,-76.506,1,Peru
Quichua (Napo),Definitely endangered,40000,-0.6371,-77.1459,1,Ecuador
Tangsa,Vulnerable,40000,27.4059,96.427,1,India
Awajun,Vulnerable,39000,-4.3464,-77.8271,1,Peru
Khiamngan,Vulnerable,38000,26.0518,95.1031,1,India
Ngile,Severely endangered,38000,10.7901,29.8635,1,Sudan
Phunoi,Vulnerable,37311,21.6833,102.1,1,Lao People's Democratic Republic
Maram,Vulnerable,37000,25.185,93.9715,1,India
Western Mari,Severely endangered,36822,56.3317,46.5545,1,Russian Federation
Chepang,Vulnerable,36807,27.7552,84.8144,1,Nepal
Chontal Tabasco,Severely endangered,36514,17.7607,-92.5936,1,Mexico
Muji,Definitely endangered,36500,23.6,102.7333,1,China
Akatek (Guatemala),Vulnerable,35763,15.5724,-91.4218,1,Guatemala
Huichol,Vulnerable,35724,22.65,-103.5833,1,Mexico
Romansh,Definitely endangered,35095,46.5777,9.6954,1,Switzerland
Apatani,Vulnerable,35000,27.5228,93.8177,1,India
Galo,Vulnerable,35000,28.1688,94.7433,1,India
Korwa,Vulnerable,35000,22.4922,84.1552,1,India
Shuar chicham,Definitely endangered,35000,-2.8826,-78.0303,1,Ecuador
Ticuna,Definitely endangered,35000,-4.3464,-70.0048,3,"Brazil, Colombia, Peru"
Wanka Quechua,Severely endangered,35000,-12.136,-75.2453,1,Peru
Sikuani,Vulnerable,34614,3.4256,-68.8183,2,"Colombia, Venezuela (Bolivarian Republic of)"
Jakaltek (Guatemala),Definitely endangered,34038,15.6685,-91.7111,1,Guatemala
Liangmai,Vulnerable,34000,25.2794,93.6694,1,India
Zeme,Vulnerable,34000,25.5027,93.5595,1,India
Highland Mazatec,Vulnerable,33859,18.1307,-96.8436,1,Mexico
Thangmi,Definitely endangered,33500,27.6969,86.0057,1,Nepal
Nocte,Vulnerable,33000,27.1618,95.7952,1,India
Mayo,Critically endangered,32869,26.9114,-109.6271,1,Mexico
Lauje,Vulnerable,32000,-0.4531,119.9816,1,Indonesia
Danuwar,Severely endangered,31849,26.9661,86.3223,1,Nepal
Sirmaudi,Critically endangered,31144,30.9823,77.1569,1,India
Abaza,Definitely endangered,31000,44.1556,41.9368,2,"Russian Federation, Turkey"
Koch,Definitely endangered,31000,25.7603,90.3955,1,India
Amis,Vulnerable,30000,23.4456,121.4483,1,China
Biak,Vulnerable,30000,-0.3076,131.2207,1,Indonesia
Bumthang,Vulnerable,30000,27.492,90.7159,1,Bhutan
Burgenland Croatian,Definitely endangered,30000,47.8435,16.5179,3,"Austria, Hungary, Slovakia"
Dzhidi,Definitely endangered,30000,33.5139,48.0102,1,Iran (Islamic Republic of)
Judeo-Berber (Israel),Severely endangered,30000,31.6767,34.5684,1,Israel
Kham,Definitely endangered,30000,28.4321,82.9635,1,Nepal
Ladin,Definitely endangered,30000,46.5531,11.8597,1,Italy
Lepcha,Definitely endangered,30000,27.1153,88.4687,3,"Bhutan, India, Nepal"
Maonan,Vulnerable,30000,24.8341,107.577,1,China
"Mok (Myanmar, Thailand)",Definitely endangered,30000,21.7333,99.7666,2,"Myanmar, Thailand"
Moro,Definitely endangered,30000,10.8872,30.1904,1,Sudan
Mulam,Vulnerable,30000,24.6341,108.2895,1,China
North Saami,Definitely endangered,30000,68.9099,22.9394,4,"Finland, Norway, Russian Federation, Sweden"
Quechua of Cajamarca,Severely endangered,30000,-7.1772,-78.673,1,Peru
Quichua (Pastaza),Definitely endangered,30000,-1.7575,-76.8603,1,Ecuador
Rushani,Definitely endangered,30000,37.8705,71.5979,2,"Tajikistan, Afghanistan"
Tialo,Vulnerable,30000,0.4888,120.8935,1,Indonesia
Tidikelt,Critically endangered,30000,26.8828,2.5488,1,Algeria
Toba,Definitely endangered,30000,-25.958,-59.0625,1,Argentina
Tundra Nenets,Definitely endangered,30000,67.5001,67.7856,1,Russian Federation
Wuse,Vulnerable,30000,24.878,109.1053,1,China
Agul,Definitely endangered,29399,41.7518,47.6875,1,Russian Federation
Rutul,Definitely endangered,29383,41.5332,47.3181,2,"Azerbaijan, Russian Federation"
Bateri,Definitely endangered,29000,34.9073,72.8675,1,Pakistan
Mzieme,Vulnerable,29000,25.6019,93.8891,1,India
Ghale,Vulnerable,28989,28.2501,84.718,1,Nepal
Sierra Popoluca,Vulnerable,28700,18.245,-94.76,1,Mexico
Kurux (Nepal),Vulnerable,28615,26.6032,87.2259,1,Nepal
Deori,Definitely endangered,28000,27.1911,94.1528,1,India
Soyaltepec Mazatec,Vulnerable,27524,18.2499,-96.3995,1,Mexico
Sibe,Severely endangered,27000,43.6599,81.3427,1,China
Isthmus Náhuatl,Vulnerable,26632,18.2209,-94.8382,1,Mexico
Sunwar,Vulnerable,26611,27.3485,86.2337,1,Nepal
Mancagne,Vulnerable,26450,12.7743,-15.6967,1,Senegal
Gadaba,Critically endangered,26262,18.3858,82.7819,1,India
Banat Bulgarian,Definitely endangered,25000,45.4832,20.9069,2,"Romania, Serbia"
Csángó Hungarian,Severely endangered,25000,46.7925,27.1911,1,Romania
Koda,Vulnerable,25000,22.1263,87.0776,1,India
Minhe Monguor,Definitely endangered,25000,36.4919,102.6452,1,China
Olonetsian,Definitely endangered,25000,61.1273,32.8765,2,"Finland, Russian Federation"
Saek,Definitely endangered,25000,19.3166,104.7833,2,"Lao People's Democratic Republic, Thailand"
Sioux,Vulnerable,25000,43.0588,-102.5244,1,United States of America
Tamazight (Beni Iznassen),Definitely endangered,25000,34.7506,-2.1917,1,Morocco
Tsakhur,Definitely endangered,25000,41.6523,46.9775,2,"Azerbaijan, Russian Federation"
Warao,Definitely endangered,25000,8.6027,-61.3806,2,"Guyana, Venezuela (Bolivarian Republic of)"
Majhi,Severely endangered,24664,27.9208,83.5082,1,Nepal
Jone,Definitely endangered,24000,34.5947,103.5653,1,China
Andi,Definitely endangered,23729,42.7308,46.2963,1,Russian Federation
Guambiano,Definitely endangered,23462,2.6138,-76.3906,1,Colombia
Anal,Vulnerable,23000,24.1517,93.9385,1,India
Hawrami,Definitely endangered,23000,35.4259,46.2551,2,"Iran (Islamic Republic of), Iraq"
Juang,Definitely endangered,23000,21.0742,85.6164,1,India
Tiwa,Definitely endangered,23000,25.7801,92.5927,1,India
Embera (Panama),Vulnerable,22485,8.1179,-77.7429,1,Panama
Ediamat,Vulnerable,22025,12.2621,-16.5289,1,Guinea-Bissau
Mara,Definitely endangered,22000,23.5237,92.9003,1,India
Maring,Vulnerable,22000,24.6769,94.3835,1,India
Polci cluster,Definitely endangered,22000,9.9742,9.3328,1,Nigeria
Sarikoli,Definitely endangered,22000,37.9463,75.1272,1,China
Krongo,Definitely endangered,21688,10.585,29.8883,1,Sudan
Ashtiani,Definitely endangered,21000,34.4861,51.0562,1,Iran (Islamic Republic of)
Khunsari,Definitely endangered,21000,32.8795,51.6796,1,Iran (Islamic Republic of)
Semnani,Definitely endangered,21000,34.8679,53.4924,1,Iran (Islamic Republic of)
Plains Cree,Vulnerable,20933,56.3544,-113.8345,1,Canada
Aluo,Definitely endangered,20000,25.9368,102.1839,1,China
Bru,Definitely endangered,20000,15.3174,105.4938,1,Thailand
Cho-ca-nga-ca-kha,Definitely endangered,20000,27.4107,91.2277,1,Bhutan
Crimean Tatar (Dobruja),Severely endangered,20000,43.9414,28.3062,2,"Bulgaria, Romania"
Dhimal,Severely endangered,20000,26.6192,87.4635,1,Nepal
Griko (Salento),Severely endangered,20000,40.1578,18.2208,1,Italy
Kaiowá Guarani,Vulnerable,20000,-21.5812,-55.0759,1,Brazil
Karelian (Karelia),Definitely endangered,20000,63.0474,33.4616,2,"Finland, Russian Federation"
Khoirao,Vulnerable,20000,25.2198,94.1583,1,India
Manchad,Vulnerable,20000,32.6578,77.5415,1,India
Mariupolitan Greek,Severely endangered,20000,47.1364,37.5444,1,Ukraine
Pemon (Venezuela),Vulnerable,20000,5.1347,-61.853,2,"Guyana, Venezuela (Bolivarian Republic of)"
Tacenwit,Vulnerable,20000,36.5703,2.2892,1,Algeria
Western Neo-Aramaic,Definitely endangered,20000,33.8339,36.5405,1,Syrian Arab Republic
Yaghnobi,Definitely endangered,20000,38.5632,68.4475,1,Tajikistan
Yeyi,Definitely endangered,20000,-19.4562,23.2031,1,Botswana
