Name,Endangerment,Speakers,Latitude,Longitude,CountriesCount,Countries
Ka'apór,Vulnerable,991,-2.8991,-46.3183,1,Brazil
Hadza,Vulnerable,975,-3.401,35.3897,1,United Republic of Tanzania
Kunwinjku,Vulnerable,974,-12.1333,133.4014,1,Australia
Bakairi,Vulnerable,950,-14.4213,-54.0305,1,Brazil
Drubea,Vulnerable,946,-22.0347,166.5527,1,New Caledonia (France)
Namonuito,Severely endangered,944,8.6299,150.0128,1,Micronesia (Federated States of)
Hya,Severely endangered,940,10.3311,13.5269,2,"Cameroon, Nigeria"
Machineri (Brazil),Vulnerable,937,-10.5742,-70.4882,1,Brazil
South Slavey,Definitely endangered,920,61.8154,-121.3346,1,Canada
Wajãpi,Vulnerable,905,0.747,-52.8442,1,Brazil
Mewahang,Severely endangered,904,27.5441,87.1401,1,Nepal
Awapit,Severely endangered,900,1.0985,-78.706,1,Ecuador
Chimila,Severely endangered,900,10.0986,-73.894,1,Colombia
Kua,Definitely endangered,900,-22.7106,26.4605,1,Botswana
Njalgulgule,Severely endangered,900,8.4452,25.3015,1,Sudan
Pech,Severely endangered,900,15.0819,-85.5552,1,Honduras
Rikbaktsa,Severely endangered,900,-10.6174,-58.2714,1,Brazil
Caac,Vulnerable,890,-20.3883,164.5614,1,New Caledonia (France)
Inuinnaqtun,Definitely endangered,890,67.8443,-115.2742,1,Canada
Voh-Koné dialects,Definitely endangered,878,-20.9665,164.7866,1,New Caledonia (France)
Kuna (Colombia),Severely endangered,876,7.8633,-76.9042,1,Colombia
Dení,Vulnerable,875,-6.5773,-68.1591,1,Brazil
Tarao,Critically endangered,870,24.297,93.4497,1,India
Santa María del Mar Huave,Severely endangered,862,16.2166,-94.85,1,Mexico
Nukuoro,Definitely endangered,860,3.8574,154.9786,1,Micronesia (Federated States of)
Kumak,Vulnerable,847,-20.1278,164.0259,1,New Caledonia (France)
Pukapukan,Definitely endangered,840,-10.871,-165.8441,1,Cook Islands
Lola,Vulnerable,830,-6.3316,134.8818,1,Indonesia
Ashaninka (Brazil),Vulnerable,813,-9.3786,-73.1414,1,Brazil
Ottawa (Canada),Severely endangered,810,46.1519,-82.2243,2,"Canada, United States of America"
Bati,Severely endangered,800,4.2012,10.7858,1,Cameroon
Chorote Iyojwa'ja,Severely endangered,800,-24.287,-60.3808,2,"Argentina, Paraguay"
Eman,Severely endangered,800,6.0531,9.7338,1,Cameroon
Isu,Severely endangered,800,4.0094,9.5745,1,Cameroon
Jamamadí,Vulnerable,800,-9.0424,-68.3789,1,Brazil
Javaé,Definitely endangered,800,-11.1568,-50.4711,1,Brazil
Nubaca,Severely endangered,800,4.2971,10.7446,1,Cameroon
Piaroa (Colombia),Definitely endangered,800,4,-68.6666,1,Colombia
Taos,Definitely endangered,800,36.4717,-105.5596,1,United States of America
Taulil,Vulnerable,800,-4.5435,152.0397,1,Papua New Guinea
Tuyuca (Brazil),Vulnerable,800,0.4394,-66.8847,1,Brazil
Kaike,Definitely endangered,794,28.9642,82.9819,1,Nepal
Kildin Saami,Severely endangered,787,68.0075,35.0079,1,Russian Federation
Ese eja,Definitely endangered,782,-12.5867,-69.0161,2,"Bolivia (Plurinational State of), Peru"
Central Cagayan Agta,Vulnerable,779,17.9891,121.8603,1,Philippines
Jaqaru,Severely endangered,750,-12.7488,-75.8248,1,Peru
Waiwai (Suriname),Critically endangered,750,2.1528,-56.206,1,Suriname
Laal,Critically endangered,749,9.9607,17.6083,1,Chad
Ulcha,Critically endangered,732,52.0457,140.4162,1,Russian Federation
Jawe,Vulnerable,729,-20.4913,164.696,1,New Caledonia (France)
Maslam,Severely endangered,723,12.136,14.6914,2,"Cameroon, Chad"
Nambiquara do Sul,Vulnerable,721,-13.2506,-59.5404,1,Brazil
North Slavey,Definitely endangered,720,65.2161,-123.4362,1,Canada
Gitksan,Severely endangered,710,55.355,-127.6828,1,Canada
A'ingae / Cofan (Ecuador),Definitely endangered,700,0.0659,-76.7065,1,Ecuador
Animere,Critically endangered,700,7.6129,0.4064,1,Ghana
Batek,Critically endangered,700,4.6695,102.5051,1,Malaysia
Enggano,Vulnerable,700,-5.4191,102.2717,1,Indonesia
Indri,Severely endangered,700,8.4397,25.5926,1,Sudan
Kalaw Lagaw Ya,Definitely endangered,700,-10.0828,142.1081,1,Australia
Lakon,Vulnerable,700,-14.251,167.422,1,Vanuatu
Mok (China),Definitely endangered,700,21.5158,100.221,1,China
Ngaanyatjarra,Vulnerable,700,-26.037,124.541,1,Australia
Piratapuya (Brazil),Severely endangered,700,0.5712,-66.7089,1,Brazil
Mountain Guarijío,Vulnerable,696,27.8758,-108.553,1,Mexico
Nivkh (Sakhalin),Severely endangered,688,51.7814,143.1628,1,Russian Federation
Krikati,Vulnerable,682,-5.8674,-46.7468,1,Brazil
Dakota,Definitely endangered,675,49.8461,-100.5035,1,Canada
Carrier,Severely endangered,660,54.2395,-125.7621,1,Canada
Kasanga,Critically endangered,650,12.2702,-16.1553,1,Guinea-Bissau
Wanano / Kotiria (Brazil),Vulnerable,650,0.6152,-67.5,1,Brazil
Eastern Ojibwe,Severely endangered,620,44.8381,-80.1983,1,Canada
Yuhup (Brazil),Vulnerable,617,-1.0546,-69.3896,1,Brazil
Akum,Critically endangered,600,6.73,9.9316,2,"Cameroon, Nigeria"
Blablanga,Definitely endangered,600,-8.206,159.4638,1,Solomon Islands
Bubia,Severely endangered,600,4.0204,9.2037,1,Cameroon
Chickasaw,Severely endangered,600,34.6,-96.8161,1,United States of America
Desano (Brazil),Definitely endangered,600,0.0878,-67.9394,1,Brazil
Faetar,Definitely endangered,600,41.3265,15.1721,1,Italy
Hixkaryána,Vulnerable,600,-0.5493,-58.5131,1,Brazil
Hoava,Vulnerable,600,-8.1883,157.6036,1,Solomon Islands
Hodi,Vulnerable,600,6.075,-65.6323,1,Venezuela (Bolivarian Republic of)
Iñapari,Critically endangered,600,-12.0822,-69.7412,1,Peru
Koke,Severely endangered,600,10.8575,18.1315,1,Chad
Kowiai,Vulnerable,600,-3.9437,134.0881,1,Indonesia
Kuikuro,Vulnerable,600,-12.35,-53.21,1,Brazil
Laiyolo,Definitely endangered,600,-6.3862,120.4733,1,Indonesia
Mo'da,Critically endangered,600,6.5008,29.9377,1,Sudan
Northern Selkup,Severely endangered,600,65.7035,82.4441,1,Russian Federation
Penrhyn,Severely endangered,600,-9.0153,-158.0218,1,Cook Islands
Pintupi,Vulnerable,600,-22.8882,128.3203,1,Australia
Piratapuya (Colombia),Critically endangered,600,0.8333,-69.5,1,Colombia
Siona / Secoya (Ecuador),Severely endangered,600,-0.0659,-76.3989,1,Ecuador
Sonsorol,Severely endangered,600,7.4278,134.5495,1,Palau
Teanu,Definitely endangered,600,-11.6219,166.9633,1,Solomon Islands
Yaminahua (Brazil),Vulnerable,600,-10.6606,-69.6972,1,Brazil
Andoke,Severely endangered,597,-0.769,-72.2351,1,Colombia
Orowe,Definitely endangered,587,-21.4223,165.4678,1,New Caledonia (France)
Mosetén,Severely endangered,585,-15.4113,-67.5,1,Bolivia (Plurinational State of)
Norfolk-Pitcairn (Norfolk),Definitely endangered,580,-29.0225,167.9425,1,Norfolk Island (Australia)
Nunatsiavummiutut,Definitely endangered,575,56.532,-61.7408,1,Canada
Shuswap,Definitely endangered,570,51.7886,-122.2286,1,Canada
Xaragure,Vulnerable,566,-21.8054,166.4964,1,New Caledonia (France)
Tapirapé,Vulnerable,564,-10.6606,-50.4602,1,Brazil
Lacandón,Critically endangered,563,16.706,-91.0641,1,Mexico
Chilcotin,Definitely endangered,560,52.031,-123.1678,1,Canada
Chácobo,Definitely endangered,550,-11.3454,-65.8135,1,Bolivia (Plurinational State of)
Gao,Vulnerable,550,-8.3514,159.8167,1,Solomon Islands
Geme,Critically endangered,550,8.4941,20.6378,1,Central African Republic
Karore,Vulnerable,550,-6.1542,149.8205,1,Papua New Guinea
Yuhup (Colombia),Definitely endangered,550,-0.5493,-69.9169,1,Colombia
Hinukh,Definitely endangered,548,42.1801,45.977,1,Russian Federation
Anuki,Definitely endangered,542,-9.6522,149.7656,1,Papua New Guinea
Imeraguen,Definitely endangered,534,18.9166,-15.996,1,Mauritania
Narpa,Definitely endangered,533,28.7315,84.261,1,Nepal
Akatek (Mexico),Vulnerable,532,16.7823,-93.1061,1,Mexico
Naskapi,Vulnerable,525,54.903,-66.802,1,Canada
Archi,Definitely endangered,524,41.9839,46.8127,1,Russian Federation
Yawanawá,Vulnerable,519,-10.8333,-70.0927,1,Brazil
Raute,Severely endangered,518,28.9744,80.7969,1,Nepal
Seri,Vulnerable,518,29.2333,-112.2,1,Mexico
Western Popoloc,Severely endangered,516,18.4141,-98.0176,1,Mexico
Yaqui (United States of America),Definitely endangered,510,32.1158,-111.0638,1,United States of America
Kalapalo,Vulnerable,506,-12.1574,-53.2521,1,Brazil
Nganasan,Severely endangered,505,72.816,91.582,1,Russian Federation
Jakaltek (Mexico),Severely endangered,504,16.3137,-93.2084,1,Mexico
Aheu,Definitely endangered,500,18.4333,104.5,1,Lao People's Democratic Republic
Amahuaca,Severely endangered,500,-10.8764,-72.29,1,Peru
Anfillo,Critically endangered,500,8.5049,34.7415,1,Ethiopia
Baniva,Severely endangered,500,2.8333,-67.5219,1,Venezuela (Bolivarian Republic of)
Bataan Ayta,Definitely endangered,500,14.4324,120.4788,1,Philippines
Bats,Severely endangered,500,42.0982,45.0878,1,Georgia
Black Mountain,Definitely endangered,500,27.1955,90.43,1,Bhutan
Busoa,Vulnerable,500,-5.5722,122.6074,1,Indonesia
Chong,Severely endangered,500,12.9506,102.0374,2,"Cambodia, Thailand"
Domaaki,Severely endangered,500,36.0979,73.9627,1,Pakistan
Havasupai,Definitely endangered,500,36.2429,-112.6897,1,United States of America
Kensiw (Thailand),Severely endangered,500,7.1712,99.7915,1,Thailand
Khmin,Vulnerable,500,22.0469,100.8065,1,China
Khvarshi,Definitely endangered,500,42.3417,46.1212,1,Russian Federation
Laghuu,Definitely endangered,500,23.6166,105.6833,1,Viet Nam
Laha (Lao Cai),Definitely endangered,500,22.0333,103.75,1,Viet Nam
Laha (Son La),Definitely endangered,500,21.4666,103.75,1,Viet Nam
Majera,Critically endangered,500,11.3231,14.9839,1,Cameroon
Maliseet-Passamaquoddy,Severely endangered,500,44.9572,-67.0496,1,United States of America
Mikasuki,Vulnerable,500,26.3202,-80.9877,1,United States of America
Mlomp,Critically endangered,500,12.7421,-16.4904,1,Senegal
Onin,Vulnerable,500,-2.9745,132.2383,1,Indonesia
Ormu,Vulnerable,500,-2.5136,140.6675,1,Indonesia
Palikur (French Guyana),Severely endangered,500,3.908,-51.9873,1,French Guiana (France)
Pemon (Brazil),Vulnerable,500,4.664,-60.216,1,Brazil
Quechua of Chachapoyas,Critically endangered,500,-6.2606,-77.7722,1,Peru
Seke,Vulnerable,500,28.9282,83.8249,1,Nepal
Siona / Secoya (Colombia),Critically endangered,500,0.493,-76.2464,1,Colombia
South Saami,Severely endangered,500,64.2063,13.4802,2,"Norway, Sweden"
Taikat,Definitely endangered,500,-2.8429,140.846,1,Indonesia
Taloki,Definitely endangered,500,-4.5928,122.8628,1,Indonesia
Tamki,Critically endangered,500,11.48,18.2125,1,Chad
Tawahka,Severely endangered,500,15.3602,-85.1373,1,Honduras
Thavung (Thailand),Severely endangered,500,17.3168,103.5142,1,Thailand
Tomadino,Definitely endangered,500,-2.5836,121.9729,1,Indonesia
Toratán,Definitely endangered,500,1.0354,124.7985,1,Indonesia
Tunisian Judeo-Arabic (Tunisia),Critically endangered,500,33.8795,10.0634,1,Tunisia
"Ute (Colorado, Ute Mountain)",Severely endangered,500,37.2105,-108.7223,1,United States of America
Walmajarri,Definitely endangered,500,-19.9939,125.5297,1,Australia
Warekena (Venezuela),Severely endangered,500,2.5479,-67.2802,1,Venezuela (Bolivarian Republic of)
Boguru,Critically endangered,494,4.3902,29.2016,2,"Democratic Republic of the Congo, Sudan"
Pukobyê,Vulnerable,494,-5.3316,-46.7138,1,Brazil
Wali,Critically endangered,487,11.9372,29.3005,1,Sudan
Gavião do Pará,Vulnerable,476,-5.1784,-48.999,1,Brazil
Malecite,Definitely endangered,475,46.8023,-67.6686,2,"Canada, United States of America"
Ninam (Brazil),Vulnerable,466,3.1185,-62.9736,1,Brazil
Zoró,Vulnerable,464,-10.9519,-61.0729,1,Brazil
Sanema (Brazil),Vulnerable,462,2.8113,-63.0615,1,Brazil
Ixtenco Otomí,Severely endangered,461,19.2495,-97.8943,1,Mexico
Ottawa (Michigan),Critically endangered,459,43.5971,-84.7752,1,United States of America
Kanela Apaniekra,Vulnerable,458,-6.2716,-46.1865,1,Brazil
Satawal,Severely endangered,458,7.3406,147.041,1,Micronesia (Federated States of)
Chatino of Zacatepec,Definitely endangered,453,16.1333,-97.35,1,Mexico
Demisa,Definitely endangered,450,-2.7016,136.6699,1,Indonesia
Koasati (Louisiana),Definitely endangered,450,30.4855,-92.8494,1,United States of America
Koasati (Texas),Definitely endangered,450,30.7155,-94.6965,1,United States of America
Nanti,Vulnerable,450,-11.6629,-72.6965,1,Peru
Shabo,Severely endangered,450,7.327,35.2935,1,Ethiopia
Sharanahua,Severely endangered,450,-10.3365,-70.9277,1,Peru
Siona  Secoya (Peru),Definitely endangered,450,-0.5712,-74.8828,1,Peru
Tolomako,Definitely endangered,450,-15.1834,166.8438,1,Vanuatu
Enawenê-Nawê,Vulnerable,445,-12.5223,-59.7656,1,Brazil
Valle Nacional Chinantec,Definitely endangered,442,17.7747,-96.3034,1,Mexico
Gavião de Rondônia,Vulnerable,436,-10.4445,-61.6992,1,Brazil
Tabasco Náhuatl,Critically endangered,434,18.0026,-93.3722,1,Mexico
Sera,Severely endangered,432,-3.0033,141.9158,1,Papua New Guinea
Yecuana (Brazil),Vulnerable,430,2.8552,-63.3251,1,Brazil
Moose Cree,Vulnerable,405,52.2827,-81.6276,1,Canada
Tlahuica,Severely endangered,405,18.9664,-99.4137,1,Mexico
Katukina do Acre,Severely endangered,404,-6.4899,-69.2578,1,Brazil
Abai Sungai,Definitely endangered,400,5.587,118.3695,1,Malaysia
Barasana (Colombia),Critically endangered,400,0.0769,-70.3894,1,Colombia
Beezen,Severely endangered,400,6.7518,10.0744,1,Cameroon
Buga,Critically endangered,400,8.2495,25.7574,1,Sudan
Cheyenne (Oklahoma),Severely endangered,400,35.6022,-97.9766,1,United States of America
Cimbrian,Definitely endangered,400,45.867,11.4268,1,Italy
Cobiana,Critically endangered,400,12.4017,-16.3229,2,"Guinea-Bissau, Senegal"
Dagur (Amur),Critically endangered,400,49.5252,127.5402,1,China
Dahalo,Severely endangered,400,-2.2625,40.7537,1,Kenya
Émérillon,Severely endangered,400,2.8991,-52.8881,1,French Guiana (France)
Gagauz (Maritime),Severely endangered,400,43.2932,27.9602,2,"Bulgaria, Romania"
Hijuk,Critically endangered,400,4.2861,10.4919,1,Cameroon
Hobyot,Severely endangered,400,16.6388,53.0612,2,"Oman, Yemen"
Inari Saami,Severely endangered,400,68.8446,27.2817,1,Finland
Istriot,Severely endangered,400,45.0541,13.7246,1,Croatia
Kalao,Definitely endangered,400,-7.3134,121.0034,1,Indonesia
Kamaiurá,Vulnerable,400,-12.1655,-53.4292,1,Brazil
Kickapoo (Kansas),Severely endangered,400,39.6972,-95.7089,1,United States of America
Kickapoo (Oklahoma),Severely endangered,400,35.4245,-97.0713,1,United States of America
Kickapoo (Texas),Severely endangered,400,28.6147,-100.4386,1,United States of America
Kiowa,Severely endangered,400,35.1016,-98.6197,1,United States of America
Koroni,Definitely endangered,400,-2.6412,121.9894,1,Indonesia
Lamongse,Critically endangered,400,7.3134,93.6968,1,India
Ndunda,Severely endangered,400,6.9482,10.9698,1,Nigeria
Northern Paiute (Nevada),Definitely endangered,400,41.9979,-117.7193,1,United States of America
Pupeo,Definitely endangered,400,23.1666,105.1,1,China
Rapa,Severely endangered,400,-27.8973,-143.5034,1,French Polynesia (France)
Red Gelao (China),Critically endangered,400,26.2553,105.8571,1,China
Sengseng,Vulnerable,400,-6.0681,150.2792,1,Papua New Guinea
Sirionó,Severely endangered,400,-14.557,-63.7316,1,Bolivia (Plurinational State of)
Talondo,Definitely endangered,400,-2.3723,119.3774,1,Indonesia
"Yaminahua (Bolivia, Peru)",Severely endangered,400,-10.7469,-71.7297,2,"Bolivia (Plurinational State of), Peru"
Sanema (Venezuela),Vulnerable,393,4.4669,-64.1931,1,Venezuela (Bolivarian Republic of)
Pirahã,Vulnerable,389,-6.9264,-61.1279,1,Brazil
Yerong,Severely endangered,380,23.0732,106.0789,1,China
A'ingae / Cofan (Colombia),Severely endangered,379,0.4525,-76.9191,1,Colombia
Halkomelem,Severely endangered,375,48.7715,-123.6678,2,"Canada, United States of America"
Yudja,Vulnerable,362,-10.956,-53.3235,1,Brazil
Kisêdjê,Vulnerable,351,-11.5795,-53.031,1,Brazil
Auye,Vulnerable,350,-3.5627,135.9915,1,Indonesia
Awyi,Vulnerable,350,-2.943,140.6359,1,Indonesia
Bierebo,Vulnerable,350,-16.6539,168.1539,1,Vanuatu
Fayu,Vulnerable,350,-3.1,136.8,1,Indonesia
Labo,Vulnerable,350,-16.4492,167.4481,1,Vanuatu
Myky,Vulnerable,350,-12.5331,-59.5019,1,Brazil
Nadëb,Definitely endangered,350,-1.9771,-67.0166,1,Brazil
Taje,Critically endangered,350,-0.747,120.086,1,Indonesia
Tenharim,Severely endangered,350,-8.4071,-61.1499,1,Brazil
Mako,Critically endangered,345,4.2149,-65.7421,1,Venezuela (Bolivarian Republic of)
Barām,Critically endangered,342,28.041,84.629,1,Nepal
Ikpeng,Vulnerable,342,-11.7376,-53.616,1,Brazil
Araweté,Vulnerable,339,-5.1347,-52.3388,1,Brazil
Northern Pame,Definitely endangered,337,21.9955,-99.6458,1,Mexico
Thompson,Severely endangered,335,50.1909,-120.8431,1,Canada
Serili,Vulnerable,328,-8.1136,129.9023,1,Indonesia
Kaningara,Vulnerable,327,-4.5784,143.3612,1,Papua New Guinea
Misantla Totonac,Critically endangered,325,19.865,-96.7755,1,Mexico
Nemi,Definitely endangered,325,-20.6494,164.6878,1,New Caledonia (France)
Nambiquara do Norte,Vulnerable,323,-11.8028,-59.8095,1,Brazil
Matís,Vulnerable,322,-6.1405,-70.664,1,Brazil
Wauja,Vulnerable,321,-12.2554,-53.5899,1,Brazil
Benggoi,Definitely endangered,320,-3.0748,130.0918,1,Indonesia
Karitiana,Vulnerable,320,-9.7307,-64.0942,1,Brazil
Apalai,Vulnerable,317,1.2084,-55.1074,1,Brazil
Kwak'wala,Critically endangered,315,50.7338,-127.4982,2,"Canada, United States of America"
Tilung,Definitely endangered,310,27.1501,86.5077,1,Nepal
Opuuo,Critically endangered,307,8.3202,33.8873,1,Ethiopia
Panará,Vulnerable,306,-9.449,-54.5965,1,Brazil
Aka,Critically endangered,300,11.0112,34.2333,1,India
Bakole,Critically endangered,300,4.5764,8.8439,1,Cameroon
Bathari,Critically endangered,300,17.8846,55.5853,1,Oman
Brokkat,Definitely endangered,300,27.5618,90.6152,1,Bhutan
Duwet,Vulnerable,300,-6.4763,146.8377,1,Papua New Guinea
Faire Atta,Severely endangered,300,18.027,120.4929,1,Philippines
Green Gelao (China),Critically endangered,300,27.7022,106.0952,1,China
Green Gelao (Viet Nam),Critically endangered,300,23.1333,105.25,1,Viet Nam
Guatuso,Severely endangered,300,10.6723,-84.8256,1,Costa Rica
Gupapuyngu,Vulnerable,300,-12.6624,136.549,1,Australia
Istro-Romanian,Severely endangered,300,45.3907,14.436,1,Croatia
Jicarilla Apache,Severely endangered,300,36.9336,-106.9984,1,United States of America
Kandas,Vulnerable,300,-4.4121,152.7868,1,Papua New Guinea
Kangjia,Severely endangered,300,36.0757,102.2991,1,China
Kaxarari,Critically endangered,300,-9.5682,-66.1596,1,Brazil
Kwansu,Vulnerable,300,-2.5383,140.2061,1,Indonesia
Legenyem,Vulnerable,300,-0.3186,130.7345,1,Indonesia
Mandaic,Critically endangered,300,31.3348,48.7023,2,"Iran (Islamic Republic of), Iraq"
Mangareva,Severely endangered,300,-23.1226,-134.978,1,French Polynesia (France)
Mani,Critically endangered,300,9.1129,-13.2165,2,"Guinea, Sierra Leone"
Maniq,Definitely endangered,300,7.35,99.9333,1,Thailand
Mono,Critically endangered,300,8.6679,14.1723,1,Cameroon
Northern Paiute (Oregon),Critically endangered,300,43.5883,-119.0595,1,United States of America
Phong,Definitely endangered,300,18.3333,105,1,Lao People's Democratic Republic
Shanenawa,Vulnerable,300,-8.1014,-70.2129,1,Brazil
Sissano,Critically endangered,300,-3.0129,142.0491,1,Papua New Guinea
Skolt Saami,Severely endangered,300,69.5333,28.6269,3,"Finland, Norway, Russian Federation"
Tarpia,Severely endangered,300,-2.3723,140.0317,1,Indonesia
Tause,Vulnerable,300,-2.8744,136.2469,1,Indonesia
Thaayorre,Definitely endangered,300,-15.0867,141.7167,1,Australia
Tlingit (United States of America),Critically endangered,300,58.334,-133.7475,1,United States of America
Tol,Critically endangered,300,15.293,-87.1416,1,Honduras
Tsakonian,Critically endangered,300,37.1712,22.7911,1,Greece
Ute (Utah),Severely endangered,300,40.2329,-109.8223,1,United States of America
Vedda,Definitely endangered,300,7.346,81.3935,1,Sri Lanka
Vera'a,Definitely endangered,300,-13.872,167.4323,1,Vanuatu
Warapu,Severely endangered,300,-2.9876,141.9838,1,Papua New Guinea
Waru,Definitely endangered,300,-3.4393,121.9921,1,Indonesia
Yawarana,Severely endangered,300,5.3863,-66.0058,1,Venezuela (Bolivarian Republic of)
Yimas,Severely endangered,300,-4.6038,143.6077,1,Papua New Guinea
Tilapa Otomí,Severely endangered,292,18.8923,-99.2986,1,Mexico
Paumarí,Severely endangered,290,-5.8947,-64.5996,1,Brazil
Wayana (Brazil),Vulnerable,288,1.3182,-55.2612,1,Brazil
Achagua,Severely endangered,283,4.434,-70.8837,1,Colombia
Guajá,Vulnerable,283,-3.4914,-46.2963,1,Brazil
Maniwaki Algonquin,Severely endangered,280,46.3392,-76.0485,1,Canada
Alabama,Definitely endangered,275,30.7158,-94.7028,1,United States of America
Cocopa (Arizona),Severely endangered,275,32.608,-114.6497,1,United States of America
Miltu,Critically endangered,272,10.2149,17.3913,1,Chad
Arara do Pará,Vulnerable,271,-3.7546,-52.976,1,Brazil
Kaki Ae,Vulnerable,266,-7.9653,145.7858,1,Papua New Guinea
Nisga'a,Severely endangered,265,55.2035,-129.07,1,Canada
Bosilewa,Vulnerable,250,-9.449,150.661,1,Papua New Guinea
Caquinte Campa,Definitely endangered,250,-11.146,-73.4765,1,Peru
Gwich'in (Canada),Severely endangered,250,67.4407,-134.8272,1,Canada
Kaibobo,Definitely endangered,250,-3.1843,128.1829,1,Indonesia
Kaiep,Vulnerable,250,-3.6666,143.8166,1,Papua New Guinea
Kaiy,Vulnerable,250,-2.943,138.1777,1,Indonesia
Laji,Critically endangered,250,22.5304,105.885,1,China
Lehali,Vulnerable,250,-13.5205,167.2998,1,Vanuatu
Lillooet,Severely endangered,250,50.3326,-122.6789,1,Canada
Löyöp,Vulnerable,250,-13.5311,167.3368,1,Vanuatu
Nyangumarta,Vulnerable,250,-20.016,120.4101,1,Australia
Pear,Severely endangered,250,12.4666,102.65,1,Cambodia
Ruc,Definitely endangered,250,17.6833,105.7833,2,"Lao People's Democratic Republic, Viet Nam"
Sause,Severely endangered,250,-3.1706,139.7515,1,Indonesia
Texistepecan,Severely endangered,250,17.8941,-94.8163,1,Mexico
Winnebago (Nebraska),Severely endangered,250,42.2475,-96.4722,1,United States of America
Winnebago (Wisconsin),Severely endangered,250,44.2986,-90.8508,1,United States of America
Zapotec of San Bartolo Yautepec,Severely endangered,246,16.4333,-95.9666,1,Mexico
North Alaskan Inupiaq (Canada),Severely endangered,240,68.3217,-133.532,1,Canada
Waiwai (Guyana),Vulnerable,240,1.5598,-58.5131,1,Guyana
As,Vulnerable,230,-0.736,131.7727,1,Indonesia
Siglitun,Severely endangered,230,69.4386,-132.9998,1,Canada
K'iche' (Mexico),Definitely endangered,226,19.3482,-90.7177,1,Mexico
Paipai,Severely endangered,226,29.65,-115.1333,1,Mexico
Garuwahi,Definitely endangered,225,-10.2284,150.4083,1,Papua New Guinea
Picuris,Vulnerable,225,36.1914,-105.7151,1,United States of America
Neku,Severely endangered,221,-21.5169,165.4568,1,New Caledonia (France)
Tiri,Definitely endangered,221,-21.6141,165.7836,1,New Caledonia (France)
Danisi,Critically endangered,220,-19.4769,25.2136,1,Botswana
Emplawas,Definitely endangered,220,-8.0374,129.7375,1,Indonesia
Musom,Definitely endangered,219,-6.5391,146.9119,1,Papua New Guinea
Pwaamèi,Definitely endangered,219,-20.8767,164.7413,1,New Caledonia (France)
Karo,Vulnerable,208,-10.5749,-61.5893,1,Brazil
Cocopa (Mexico),Definitely endangered,206,32.25,-115.25,1,Mexico
Korúbo,Vulnerable,205,-5.8346,-70.9277,1,Brazil
Aja,Critically endangered,200,8.6136,25.2465,1,Sudan
Antakirinya,Definitely endangered,200,-26.7848,134.2968,1,Australia
Bana,Severely endangered,200,20.4836,100.3161,1,Lao People's Democratic Republic
Baras,Severely endangered,200,-1.8838,119.3774,1,Indonesia
Batak,Definitely endangered,200,10.1081,119,1,Philippines
Birri,Critically endangered,200,5.4902,26.8505,1,Central African Republic
Bonggo,Severely endangered,200,-2.2461,139.5208,1,Indonesia
Central Siberian Yupik (Chukotka),Severely endangered,200,64.546,-173.128,1,Russian Federation
Che Wong,Definitely endangered,200,3.6271,102.1907,1,Malaysia
Defaka,Critically endangered,200,4.538,7.5311,1,Nigeria
Doga,Definitely endangered,200,-9.6278,149.8384,1,Papua New Guinea
Dorig,Definitely endangered,200,-14.3236,167.5669,1,Vanuatu
Emae,Vulnerable,200,-17.0567,168.3956,1,Vanuatu
Erokwanas,Vulnerable,200,-2.8113,132.6708,1,Indonesia
Gowro,Severely endangered,200,35.0254,72.9341,1,Pakistan
Hayu,Critically endangered,200,27.2912,86.0696,1,Nepal
Hidatsa,Definitely endangered,200,47.7321,-102.6758,1,United States of America
Ingrian,Severely endangered,200,59.7397,28.7017,1,Russian Federation
Iwaidja,Vulnerable,200,-11.4592,132.55,1,Australia
Kadai,Definitely endangered,200,-1.7465,125.2606,1,Indonesia
Kao,Definitely endangered,200,1.1479,127.8204,1,Indonesia
Karo,Critically endangered,200,5.2003,36.0681,1,Ethiopia
Kelo,Critically endangered,200,9.4463,34.0219,1,Sudan
Kokota,Vulnerable,200,-8.0347,159.1781,1,Solomon Islands
Koneraw,Vulnerable,200,-8.3854,137.9415,1,Indonesia
Koroshi,Critically endangered,200,29.8978,52.6574,1,Iran (Islamic Republic of)
Magori,Vulnerable,200,-10.2554,149.2108,1,Papua New Guinea
Maung,Vulnerable,200,-11.913,133.7255,1,Australia
Mehináku,Vulnerable,200,-12.5423,-53.2403,1,Brazil
Moghol,Critically endangered,200,34.3569,61.5875,1,Afghanistan
Ningalami,Severely endangered,200,35.2355,71.51,1,Afghanistan
Northern Alta,Severely endangered,200,15.7162,121.4085,1,Philippines
Numbani,Vulnerable,200,-7.5177,147.2991,1,Papua New Guinea
Ongamo,Critically endangered,200,-2.932,37.4853,1,Kenya
Orejón,Severely endangered,200,-2.7674,-72.9492,1,Peru
